# This is a sample input file for job: MigrateRowsFromFile
# list of primary-key fields separated by ' %% '
-1000154815969456717 %% 0 %% 10 %% 1021
-1000154815969456717 %% 0 %% 10 %% 1022
-1000154815969456717 %% 0 %% 10 %% 1023
-1000154815969456717 %% 0 %% 10 %% 1024
-1000154815969456717 %% 0 %% 10 %% 1025
-1000154815969456717 %% 0 %% 10 %% 1026
-1000154815969456717 %% 0 %% 10 %% 1027
-1000154815969456717 %% 0 %% 10 %% 1028
-1000154815969456717 %% 0 %% 10 %% 1029
-1000154815969456717 %% 0 %% 10 %% 1030

